year,economy,economycode,regionwb,pop_adult,wpid_random,wgt,female,age,educ,inc_q,emp_in,urbanicity,account_fin,account_mob,account,dig_account,borrowed,saved,receive_wages,receive_transfers,receive_pensions,receive_agriculture,merchantpay_dig,pay_utilities,domestic_remittances,anydigpayment,fin2,fin3,fin4,fin5,fin6,fin7,fin8,fin9a,fin9b,fin10,fin11_0,fin11_1,fin11_2,fin11a,fin11b,fin11c,fin11d,fin11e,fin11f,fin13_1,fin13a,fin13b,fin13c,fin13d,fin13e,fin13f,fin13f_1,fin14a,fin14b,fin14c,fin14d,fin14e,fin15,fin16,fin17a,fin17b,fin17c,fin17d,fin17e,fin17f,fin18,fin19,fin20,fin21,fin22a,fin22a_1,fin22b,fin22c,fin22d,fin22e,fin22f,fin22g,fin22h,fin23,fin24,fin24a,fin24b,fin24c,fin24d1,fin24d2,fin24d3,fin25e1,fin25e2,fin25e3,fin25e4,fin26a,fin26b,fin27,fh1,fin28,fh2,fin29,fh2a,fin30,fin31a,fin31b,fin31c,fin31d,fin32,fin33,fin34a,fin34b,fin34c,fin34d,fin35,fin36,fin36a,fin37,fin38,fin39a,fin39b,fin39c,fin39d,fin40,fin41,fin41a,fin42,fin43a,fin43b,fin43c,fin43d,fin44,fin45,internet_use,con1,con2a,con2b,con2c,con2d,con2e,con2f,con2g,con3,con4,con5,con6,con7,con8,con9,con10,con11,con12,con13,con14,con15,con16,con17,con18,con19,con20,con21,con22,con23,con24,con25,con26,con27,con28,con29,con30a,con30b,con30c,con30d,con30e,con30f,con30g,con30h,con31a,con31b,con31c,con31d,con31e,con31f,con31g,con31h,con32
2024,Tanzania,TZA,Sub-Saharan Africa (excluding high income),38155970,200551054,2.272980542,1,51,1,5,2,1,0,1,1,1,0,0,4,4,4,4,0,4,2,1,2,,,,,,,,,,,,,,,,,,,1,2,2,2,2,1,2,,,,,,,,,2,2,2,,,,2,2,2,,2,2,2,,2,2,2,,,2,2,1,4,2,,,,2,2,,4,2,2,,1,2,1,2,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,0,1,,,,,,,,,,,,,,2,2,1,1,,2,,,2,2,,2,1,2,2,2,2,,,,,,,,,,,,,1,1,2,1,2,1,2,1,1
2024,Tanzania,TZA,Sub-Saharan Africa (excluding high income),38155970,154203643,0.510974141,2,62,1,3,1,1,0,0,0,0,0,1,2,4,4,4,0,2,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,2,2,2,,2,,,,1,2,2,,2,,2,,2,2,2,,,2,2,1,4,2,,,,,,,,,,,2,,2,,2,1,2,2,,1,1,2,2,2,1,,,,,2,2,,,,,,,,2,,,,,,5,0,2,2,2,2,2,2,2,2,,2,,,,1,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,
2024,Tanzania,TZA,Sub-Saharan Africa (excluding high income),38155970,203633664,0.607088944,2,23,2,5,1,1,1,1,1,1,1,0,1,4,4,1,0,1,1,1,1,1,1,3,3,1,1,2,2,1,,,,,,,,,,,1,3,3,1,2,2,,,,,,,,,2,2,2,,,,2,1,2,,2,2,1,,2,2,2,2,,,5,2,1,2,,,,2,2,,4,1,2,,1,1,2,,2,1,2,1,,,1,2,1,1,,,2,1,,2,2,,,,,,,,1,1,2,,,2,4,0,1,,,,,,,,,,,,,,2,2,1,1,,1,,1,1,1,1,2,1,2,2,2,2,,,,,,,,,,,,,1,2,2,2,2,2,2,2,1
2024,Tanzania,TZA,Sub-Saharan Africa (excluding high income),38155970,169647428,1.054782749,2,46,1,2,1,1,0,1,1,1,1,1,4,4,4,4,0,4,3,1,2,,,,,,,,,,,,,,,,,,,2,3,3,3,1,2,1,2,,,,,,,,2,1,1,3,2,2,,1,2,,2,2,1,2,2,2,2,,,,5,1,2,1,2,1,2,2,2,,4,2,2,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,5,0,1,,,,,,,,,,,,,,2,1,1,1,,1,,2,1,2,,2,1,2,2,2,2,,,,,,,,,,,,,1,2,2,2,2,2,2,2,1
2024,Tanzania,TZA,Sub-Saharan Africa (excluding high income),38155970,209632001,2.250210984,1,27,1,4,1,1,0,0,0,0,1,1,4,4,4,2,0,4,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,2,2,2,,2,,,,1,2,2,,2,,2,,2,2,2,,,1,3,2,4,2,,,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,1,2,2,1,,2,2,0,1,,,,,,,,,,,,,,2,2,2,1,,2,,,2,1,2,2,1,2,2,2,2,,,,,,,,,,,,,1,2,2,2,2,2,2,2,1
2024,Tanzania,TZA,Sub-Saharan Africa (excluding high income),38155970,191725518,0.837910227,1,36,2,2,1,2,1,1,1,1,1,0,4,4,4,4,0,1,1,1,2,,,,,,,,,,,,,,,,,,,1,3,3,3,2,1,2,,,,,,,,,2,2,2,,,,2,1,2,,2,2,2,,2,2,1,,,2,2,2,2,2,,,,1,2,,4,2,2,,1,1,1,1,2,1,1,1,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,5,0,1,,,,,,,,,,,,,,2,2,1,1,,1,,1,1,2,,2,1,2,2,2,2,,,,,,,,,,,,,1,2,2,2,2,2,2,1,1
2024,Tanzania,TZA,Sub-Saharan Africa (excluding high income),38155970,166403472,0.525196036,1,31,1,2,1,1,0,0,0,0,0,0,4,4,4,4,0,4,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1,2,2,2,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,2,1,4,2,,,,,,,,,,,2,,2,,1,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,5,0,1,,,,,,,,,,,,,,2,1,1,4,2,2,,,1,2,,2,2,,2,2,2,,,,,,,,,,,,,1,2,2,2,2,2,2,2,1
2024,Tanzania,TZA,Sub-Saharan Africa (excluding high income),38155970,114636883,1.140867705,1,19,2,4,2,1,0,0,0,0,0,0,4,4,4,4,0,4,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,2,2,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,2,2,2,2,,,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,2,1,1,,,,,,,,,,,,,,1,,2,1,,1,,1,1,1,1,2,1,2,2,1,,1,1,2,,2,1,2,2,2,2,2,2,,,,,,,,,
2024,Tanzania,TZA,Sub-Saharan Africa (excluding high income),38155970,145802736,1.06104593,1,30,1,3,1,2,0,1,1,1,1,1,4,4,4,4,0,1,1,1,2,,,,,,,,,,,,,,,,,,,2,1,1,3,1,1,1,2,,,,,,,,1,1,2,1,2,2,,2,2,,2,2,1,,2,1,1,,,,4,1,4,2,,,,2,2,,4,2,2,,1,1,1,1,2,1,2,1,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,2,0,1,,,,,,,,,,,,,,2,2,2,1,,1,,1,1,2,,2,1,2,2,2,2,,,,,,,,,,,,,1,1,2,2,2,1,2,2,1
2024,Tanzania,TZA,Sub-Saharan Africa (excluding high income),38155970,125697543,0.430911573,1,30,2,2,1,1,0,0,0,0,1,1,4,4,4,4,0,4,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,2,2,,2,,,,1,2,2,,2,,1,,2,2,1,,,,5,2,2,2,,,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,0,2,1,2,2,2,2,2,1,7,1,2,2,2,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,
2024,Tanzania,TZA,Sub-Saharan Africa (excluding high income),38155970,152622964,1.605267089,2,49,1,2,1,1,0,0,0,0,1,0,4,4,4,4,0,4,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,2,2,2,,2,2,1,,1,2,1,,,,3,1,4,2,,,,2,2,,1,2,2,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,0,1,,,,,,,,,,,,,,2,2,1,1,,2,,,1,2,,2,1,2,2,2,2,,,,,,,,,,,,,1,2,2,2,2,2,2,2,1
2024,Tanzania,TZA,Sub-Saharan Africa (excluding high income),38155970,152386785,0.456347082,1,23,2,5,2,2,0,1,1,1,1,1,4,4,4,4,0,2,1,1,2,,,,,,,,,,,,,,,,,,,1,3,4,3,2,1,1,2,,,,,,,,2,2,2,,,,1,2,2,,2,2,1,,2,2,2,,,,2,1,4,2,,,,2,2,,1,2,2,,1,1,2,,2,1,2,2,,1,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,2,1,,1,,1,1,1,2,2,1,2,2,2,1,4,1,3,,2,1,1,1,2,2,2,2,,,,,,,,,
2024,Tanzania,TZA,Sub-Saharan Africa (excluding high income),38155970,171441040,0.761889595,2,18,2,3,1,1,0,1,1,1,1,1,4,2,4,4,0,3,3,1,2,,,,,,,,,,,,,,,,,,,2,3,3,3,1,2,2,,,,,,,,,2,1,2,3,1,2,,1,2,,2,2,1,,1,2,1,,,,5,2,4,2,,,,2,2,,4,2,2,,2,,2,,2,1,2,2,,2,2,,,,,,,,,1,2,2,2,1,,,,,2,,,,,,5,0,1,,,,,,,,,,,,,,2,2,2,4,1,2,,,2,1,2,2,2,,2,2,2,,,,,,,,,,,,,1,2,2,2,2,2,2,2,1
2024,Tanzania,TZA,Sub-Saharan Africa (excluding high income),38155970,194986604,0.254266102,2,27,2,5,1,1,1,1,1,1,1,1,4,4,4,4,0,1,1,1,1,2,2,2,2,,1,1,1,2,,,,,,,,,,,2,2,2,2,1,1,1,,,,,,,,1,2,2,2,2,2,,1,2,,2,2,1,,1,1,1,,,,3,1,4,2,,,,2,2,,4,1,2,,1,1,1,1,2,1,2,1,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,2,1,1,,,,,,,,,,,,,,2,2,1,1,,1,,1,1,2,,2,1,2,2,1,,4,1,4,,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1
2024,Tanzania,TZA,Sub-Saharan Africa (excluding high income),38155970,152714337,2.114691168,2,20,1,2,1,1,0,0,0,0,1,1,4,4,4,2,0,4,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,2,2,2,2,,1,,,,,2,2,,2,,1,2,1,2,2,,,,2,1,2,2,,,,,,,,,,,2,,1,2,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,1,2,2,1,,1,3,1,1,,,,,,,,,,,,,,2,1,2,1,,1,,1,2,2,,2,1,2,1,1,,1,1,1,,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1
2024,Tanzania,TZA,Sub-Saharan Africa (excluding high income),38155970,196956240,0.562465854,1,26,2,5,1,1,1,1,1,1,1,1,4,4,4,4,1,1,1,1,1,1,2,2,3,,2,1,1,2,,,,,,,,,,,1,2,1,1,2,1,1,,,,,,,,1,1,1,2,1,1,,1,2,,2,2,1,1,2,1,2,,,,2,2,4,2,,,,2,1,2,,1,2,,1,1,2,,2,1,2,1,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,2,0,1,,,,,,,,,,,,,,2,2,1,1,,1,,1,1,2,,2,1,2,2,2,2,,,,,,,,,,,,,1,1,2,2,2,2,2,2,1
2024,Tanzania,TZA,Sub-Saharan Africa (excluding high income),38155970,131808114,1.023333627,2,15,2,2,1,1,0,0,0,0,0,0,4,4,4,4,0,4,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,2,2,2,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,1,2,4,2,,,,,,,,,,,2,,1,2,1,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,2,1,1,,,,,,,,,,,,,,2,1,2,1,,1,,1,1,2,,2,1,2,2,1,,2,1,2,,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,1,7
2024,Tanzania,TZA,Sub-Saharan Africa (excluding high income),38155970,166512651,2.940597803,2,40,1,3,1,1,0,1,1,1,1,1,1,4,4,1,0,4,1,1,2,,,,,,,,,,,,,,,,,,,2,1,3,3,1,2,2,,,,,,,,,1,2,1,1,2,1,,2,2,,2,2,1,1,2,1,1,,,,3,2,1,2,,,,2,2,,4,2,2,,2,,1,1,2,2,,,,,1,2,2,1,,,1,2,,2,2,,,,,,,,1,2,1,,,2,1,0,1,,,,,,,,,,,,,,1,,1,1,,2,,,2,2,,2,2,,2,2,2,,,,,2,2,2,2,2,2,2,2,,,,,,,,,
2024,Tanzania,TZA,Sub-Saharan Africa (excluding high income),38155970,112739855,1.262235052,1,36,1,2,1,1,0,0,0,0,1,1,4,4,4,2,0,4,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,1,1,2,,1,,,,,2,2,,2,,2,1,1,2,1,,,,2,2,2,2,,,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,1,2,2,1,,1,4,0,1,,,,,,,,,,,,,,2,2,1,1,,1,,1,1,1,1,2,1,2,2,2,2,,,,,,,,,,,,,1,2,2,2,2,2,2,2,1
2024,Tanzania,TZA,Sub-Saharan Africa (excluding high income),38155970,207682610,0.254266102,2,21,2,4,2,1,0,1,1,1,0,1,4,4,4,4,0,4,1,1,2,,,,,,,,,,,,,,,,,,,1,3,3,4,1,1,2,,,,,,,,,2,1,2,3,2,1,,1,2,,2,2,2,,2,2,2,,,2,2,2,1,2,,,,1,2,,4,1,2,,2,,1,1,1,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,0,1,,,,,,,,,,,,,,2,2,1,1,,1,,1,1,1,1,2,2,,2,2,2,,,,,,,,,,,,,2,1,1,2,2,1,2,2,3
2024,Tanzania,TZA,Sub-Saharan Africa (excluding high income),38155970,194715987,0.38460376,1,42,1,5,1,1,0,0,0,0,1,1,2,4,4,4,0,4,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,2,2,1,2,,2,,,,1,2,2,,2,,2,,2,2,1,,,2,2,2,4,2,,,,,,,,,,,2,,2,,2,2,,,,,1,2,2,2,1,,,,,2,2,,,,,,,,2,,,,,,1,0,1,,,,,,,,,,,,,,2,2,2,1,,1,,1,1,2,,2,1,2,2,2,2,,,,,,,,,,,,,1,2,2,2,2,2,2,2,1
2024,Tanzania,TZA,Sub-Saharan Africa (excluding high income),38155970,190951866,0.38460376,1,41,1,3,1,1,0,1,1,1,0,0,4,4,4,4,0,1,1,1,2,,,,,,,,,,,,,,,,,,,1,4,4,3,2,2,2,,,,,,,,,2,2,2,,,,2,2,2,,2,2,2,,2,2,2,,,2,2,2,3,2,,,,2,2,,6,2,2,,2,,1,1,2,1,2,1,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,0,1,,,,,,,,,,,,,,2,1,2,1,,1,,1,1,2,,2,1,2,2,2,2,,,,,,,,,,,,,1,2,2,2,2,2,2,2,1
2024,Tanzania,TZA,Sub-Saharan Africa (excluding high income),38155970,163030246,0.913119196,1,37,1,5,2,2,1,1,1,1,1,1,4,4,4,4,0,1,3,1,2,2,2,3,3,2,2,1,2,2,,,,,,,,,,,1,1,1,1,1,2,,,,,,,,,2,1,1,3,2,2,,1,2,,1,2,2,2,2,2,2,,,,1,3,2,2,,,,2,2,,4,1,2,,2,,2,,2,1,2,1,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,1,2,1,1,,2,1,2,,1,1,1,1,2,2,2,2,,,,,,,,,
2024,Tanzania,TZA,Sub-Saharan Africa (excluding high income),38155970,200557238,0.392222486,1,35,1,5,1,2,1,1,1,1,1,1,4,4,4,4,1,1,3,1,1,2,2,3,3,2,2,1,2,2,,,,,,,,,,,3,3,3,1,1,1,2,,,,,,,,2,1,1,3,2,2,,2,1,2,2,2,1,2,2,1,1,,,,4,2,3,1,1,1,1,1,1,3,,2,2,,2,,2,,2,1,1,2,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,2,1,1,1,,1,,1,2,2,,1,1,2,1,1,,2,1,4,,1,2,1,1,2,1,1,2,1,1,1,1,2,1,2,2,1
2024,Tanzania,TZA,Sub-Saharan Africa (excluding high income),38155970,150858095,0.946676289,1,41,1,1,2,1,0,0,0,0,1,0,4,4,4,4,0,4,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,2,2,2,,2,2,2,,2,2,1,,,2,2,1,4,2,,,,1,2,,1,2,2,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,5,0,1,,,,,,,,,,,,,,2,2,1,1,,1,,1,1,2,,1,1,2,2,2,2,,,,,,,,,,,,,1,2,2,2,2,2,2,2,1
2024,Tanzania,TZA,Sub-Saharan Africa (excluding high income),38155970,134007873,1.54904907,2,65,1,2,1,1,0,0,0,0,0,0,4,4,4,2,0,4,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,2,2,2,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,5,3,4,2,,,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,1,2,2,1,,1,1,0,1,,,,,,,,,,,,,,2,2,1,1,,2,,,2,2,,1,2,,2,2,2,,,,,,,,,,,,,1,1,2,1,2,2,2,1,1
2024,Tanzania,TZA,Sub-Saharan Africa (excluding high income),38155970,142990536,2.940597803,2,15,1,1,1,1,0,0,0,0,0,0,4,4,4,4,0,4,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,2,2,2,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,8,,5,2,,,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,1,0,1,,,,,,,,,,,,,,2,2,2,3,,2,,,2,2,,2,2,,2,2,2,,,,,,,,,,,,,2,2,2,2,2,2,2,2,
2024,Tanzania,TZA,Sub-Saharan Africa (excluding high income),38155970,131754967,1.070824448,2,62,1,3,1,1,0,1,1,1,1,1,4,4,4,1,0,1,2,1,2,,,,,,,,,,,,,,,,,,,2,3,3,3,2,1,2,,,,,,,,,2,2,1,,,,,2,2,,2,2,2,1,2,2,2,,,,5,2,1,1,2,2,2,2,2,,4,1,2,,1,2,1,2,2,1,2,1,,,2,,,,,,,,,2,2,,,,,,,,1,2,1,,,2,4,0,1,,,,,,,,,,,,,,2,2,1,1,,1,,1,2,2,,2,1,2,1,2,2,,,,,,,,,,,,,1,1,2,2,2,2,2,2,1
2024,Tanzania,TZA,Sub-Saharan Africa (excluding high income),38155970,190354838,0.386496895,2,17,2,5,1,1,0,0,0,0,1,1,2,4,4,4,0,4,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,,2,,,,1,2,2,,2,,1,,2,2,2,,,,2,1,4,2,,,,,,,,,,,2,,1,2,2,2,,,,,1,2,2,2,1,,,,,2,2,,,,,,,,2,,,,,,1,1,2,2,2,2,2,1,2,2,5,1,1,2,2,,,,,,,,,,,,,,,,,1,,2,1,4,,2,2,2,1,1,2,1,2,,,,,,,,,
2024,Tanzania,TZA,Sub-Saharan Africa (excluding high income),38155970,181811811,2.494524455,1,55,1,4,1,1,0,0,0,0,1,0,4,4,4,4,0,4,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,2,1,2,2,,2,,,,2,2,2,,2,,1,,1,2,1,,,,2,1,4,2,,,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,6,0,2,1,2,2,2,2,2,1,97,1,2,2,2,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,
